customer_id,total_freq,total_points,points,transaction_date,interval,upper,lower,median,upper-cutoff,lower-cutoff,normal_freq,outlier_freq,normal/abnormal,mean_freq,mean_initial_freq,|fisrt_1_round,fisrt_2_round,fisrt_3_round,fisrt_4_round,fisrt_5_round,fisrt_6_round,fisrt_7_round,fisrt_8_round,fisrt_9_round,fisrt_10_round|,|first_1_round_first_10_percent_freq,first_1_round_first_25_percent_freq,first_1_round_first_50_percent_freq,first_1_round_first_75_percent_freq,first_2_round_first_10_percent_freq,first_2_round_first_25_percent_freq,first_2_round_first_50_percent_freq,first_2_round_first_75_percent_freq,first_3_round_first_10_percent_freq,first_3_round_first_25_percent_freq,first_3_round_first_50_percent_freq,first_3_round_first_75_percent_freq,first_4_round_first_10_percent_freq,first_4_round_first_25_percent_freq,first_4_round_first_50_percent_freq,first_4_round_first_75_percent_freq,first_5_round_first_10_percent_freq,first_5_round_first_25_percent_freq,first_5_round_first_50_percent_freq,first_5_round_first_75_percent_freq,first_6_round_first_10_percent_freq,first_6_round_first_25_percent_freq,first_6_round_first_50_percent_freq,first_6_round_first_75_percent_freq,first_7_round_first_10_percent_freq,first_7_round_first_25_percent_freq,first_7_round_first_50_percent_freq,first_7_round_first_75_percent_freq,first_8_round_first_10_percent_freq,first_8_round_first_25_percent_freq,first_8_round_first_50_percent_freq,first_8_round_first_75_percent_freq,first_9_round_first_10_percent_freq,first_9_round_first_25_percent_freq,first_9_round_first_50_percent_freq,first_9_round_first_75_percent_freq,first_10_round_first_10_percent_freq,first_10_round_first_25_percent_freq,first_10_round_first_50_percent_freq,first_10_round_first_75_percent_freq|,current_day,days_to_last_transaction,discrepancy,tag
136,7,11,1;1;2;1;2;2;2,4/22/2015;4/23/2015;5/28/2015;6/14/2015;10/26/2015;11/24/2015;12/1/2015,1;35;17;134;29;7,82.02353781,0,37.16666667,30,4,1;35;17;29;7,134,5vs1,17.8,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,156,7.764044944,potential_churn
61365,1,2,2,12/1/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,156,9.767018307,potential_churn
46644,1,3,3,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61244,1,1,1,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61309,1,1,1,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61306,1,2,2,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61319,1,4,4,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61312,1,2,2,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
13229,10,10,1;1;1;1;1;1;1;1;1;1,8/29/2015;9/4/2015;9/7/2015;9/12/2015;9/23/2015;10/14/2015;11/6/2015;11/13/2015;12/7/2015;4/16/2016,6;3;5;11;21;23;7;24;131,63.69881681,0,25.66666667,30,4,6;3;5;11;21;23;7;24,131,8vs1,12.5,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,19,0.52,normal
21993,2,4,1;3,9/28/2015;11/30/2015,63,69.99877224,0,26.86979167,30,4,63,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
2177,3,9,1;7;1,6/29/2015;7/3/2015;11/30/2015,4;150,69.99877224,0,26.86979167,30,4,4;150,NA,1vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
33154,14,21,2;1;1;3;2;2;1;1;1;1;1;1;2;2,10/28/2015;11/5/2015;11/10/2015;11/19/2015;11/25/2015;11/27/2015;1/2/2016;1/8/2016;1/18/2016;1/20/2016;2/26/2016;3/2/2016;3/25/2016;4/19/2016,8;5;9;6;2;36;6;10;2;37;5;23;25,25.36240548,0,13.38461538,30,4,8;5;9;6;2;6;10;2;5;23;25,36;37,11vs2,9.181818182,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,16,0.742574257,normal
35754,2,3,2;1,11/2/2015;11/30/2015,28,69.99877224,0,26.86979167,30,4,28,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
112875,3,4,2;1;1,3/7/2016;3/11/2016;4/11/2016,4;31,69.99877224,0,26.86979167,30,4,4;31,NA,2vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,24,0.656464355,normal
61082,1,1,1,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
61184,1,1,1,11/30/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,157,9.836037655,potential_churn
60356,1,1,1,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60647,1,3,3,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
33679,2,3,2;1,10/29/2015;11/29/2015,31,69.99877224,0,26.86979167,30,4,31,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60661,1,2,2,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
15116,4,13,3;6;2;2,9/7/2015;9/12/2015;9/30/2015;11/29/2015,5;18;60,69.99877224,0,26.86979167,30,4,5;18;60,NA,3vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60686,1,2,2,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60690,1,1,1,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
56203,2,4,2;2,11/26/2015;11/29/2015,3,69.99877224,0,26.86979167,30,4,3,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
55177,2,4,2;2,11/24/2015;11/29/2015,5,69.99877224,0,26.86979167,30,4,5,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60538,1,2,2,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
1721,8,8,1;1;1;1;1;1;1;1,6/19/2015;7/8/2015;7/17/2015;8/28/2015;9/7/2015;3/2/2016;3/28/2016;4/15/2016,19;9;42;10;177;26;18,98.66737952,0,43,30,4,19;9;42;10;26;18,177,6vs1,20.66666667,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,20,-0.032258065,normal
60416,1,2,2,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
60614,1,2,2,11/29/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,9.905057004,potential_churn
34295,10,10,1;1;1;1;1;1;1;1;1;1,10/30/2015;10/31/2015;11/2/2015;11/6/2015;11/11/2015;11/13/2015;11/16/2015;11/17/2015;12/1/2015;4/15/2016,1;2;4;5;2;3;1;14;136,60.3213316,0,18.66666667,30,4,1;2;4;5;2;3;1;14,136,8vs1,4,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,20,4,normal
2246,15,18,1;2;1;1;2;1;1;1;1;1;1;2;1;1;1,6/30/2015;7/11/2015;7/12/2015;8/25/2015;8/29/2015;8/30/2015;9/2/2015;9/3/2015;9/4/2015;9/25/2015;9/29/2015;9/30/2015;10/24/2015;11/23/2015;11/29/2015,11;1;44;4;1;3;1;1;21;4;1;24;30;6,23.965794,0,10.85714286,30,4,11;1;4;1;3;1;1;21;4;1;6,44;24;30,11vs3,4.909090909,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,31.18518519,potential_churn
1746,14,15,1;1;1;1;2;1;1;1;1;1;1;1;1;1,6/20/2015;6/21/2015;8/1/2015;8/22/2015;8/29/2015;9/3/2015;9/19/2015;9/26/2015;10/1/2015;10/17/2015;10/24/2015;10/31/2015;11/7/2015;11/29/2015,1;41;21;7;5;16;7;5;16;7;7;7;22,22.82133787,0,12.46153846,30,4,1;21;7;5;16;7;5;16;7;7;7;22,41,12vs1,10.08333333,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,158,14.66942149,potential_churn
59881,1,5,5,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
137362,1,3,3,4/20/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,15,0.035290222,normal
60016,1,3,3,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59942,1,2,2,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59690,1,2,2,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
2912,6,11,3;2;1;1;1;3,7/6/2015;9/9/2015;9/10/2015;10/27/2015;11/21/2015;11/28/2015,65;1;47;25;7,53.09979253,0,29,30,4,1;47;25;7,65,4vs1,20,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,6.95,potential_churn
59380,1,1,1,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59886,1,1,1,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
60034,1,1,1,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
37588,2,4,2;2,11/7/2015;11/28/2015,21,69.99877224,0,26.86979167,30,4,21,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59844,1,2,2,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59786,1,2,2,11/28/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,159,9.974076352,potential_churn
59325,1,1,1,11/27/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,160,10.0430957,potential_churn
520,10,16,2;2;2;1;2;1;2;1;2;1,5/12/2015;5/21/2015;5/24/2015;5/27/2015;6/9/2015;6/17/2015;6/23/2015;6/28/2015;6/29/2015;11/27/2015,9;3;3;13;8;6;5;1;151,67.80926192,0,22.11111111,30,4,9;3;3;13;8;6;5;1,151,8vs1,6,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,160,25.66666667,potential_churn
59228,1,2,2,11/27/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,160,10.0430957,potential_churn
59344,1,1,1,11/27/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,160,10.0430957,potential_churn
59238,1,2,2,11/27/2015,NA,NA,NA,26.86979167,30,4,NA,NA,0vs1,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,160,10.0430957,potential_churn
