customer_id,total_freq,total_points,points,transaction_date,interval,upper,lower,median,upper-cutoff,lower-cutoff,normal_freq,outlier_freq,normal/abnormal,mean_freq,mean_initial_freq,|fisrt_1_round,fisrt_2_round,fisrt_3_round,fisrt_4_round,fisrt_5_round,fisrt_6_round,fisrt_7_round,fisrt_8_round,fisrt_9_round,fisrt_10_round|,|first_1_round_first_10_percent_freq,first_1_round_first_25_percent_freq,first_1_round_first_50_percent_freq,first_1_round_first_75_percent_freq,first_2_round_first_10_percent_freq,first_2_round_first_25_percent_freq,first_2_round_first_50_percent_freq,first_2_round_first_75_percent_freq,first_3_round_first_10_percent_freq,first_3_round_first_25_percent_freq,first_3_round_first_50_percent_freq,first_3_round_first_75_percent_freq,first_4_round_first_10_percent_freq,first_4_round_first_25_percent_freq,first_4_round_first_50_percent_freq,first_4_round_first_75_percent_freq,first_5_round_first_10_percent_freq,first_5_round_first_25_percent_freq,first_5_round_first_50_percent_freq,first_5_round_first_75_percent_freq,first_6_round_first_10_percent_freq,first_6_round_first_25_percent_freq,first_6_round_first_50_percent_freq,first_6_round_first_75_percent_freq,first_7_round_first_10_percent_freq,first_7_round_first_25_percent_freq,first_7_round_first_50_percent_freq,first_7_round_first_75_percent_freq,first_8_round_first_10_percent_freq,first_8_round_first_25_percent_freq,first_8_round_first_50_percent_freq,first_8_round_first_75_percent_freq,first_9_round_first_10_percent_freq,first_9_round_first_25_percent_freq,first_9_round_first_50_percent_freq,first_9_round_first_75_percent_freq,first_10_round_first_10_percent_freq,first_10_round_first_25_percent_freq,first_10_round_first_50_percent_freq,first_10_round_first_75_percent_freq|,current_day,days_to_last_transaction,discrepancy,tag
127499,2,2,1;1,4/3/2016;4/10/2016,7,69.99877224,0,26.86979167,30,4,7,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,25,0.725483703,normal
105559,5,6,2;1;1;1;1,2/21/2016;3/17/2016;3/18/2016;3/28/2016;4/10/2016,25;1;10;13,20.83414236,0,12.25,30,4,1;10;13,25,3vs1,8,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,25,2.125,potential_churn
6797,6,7,1;1;1;1;1;2,7/29/2015;7/30/2015;8/20/2015;8/21/2015;8/24/2015;4/9/2016,1;21;1;3;229,140.3174115,0,51,30,4,1;21;1;3,229,4vs1,6.5,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,3,normal
72420,9,10,1;2;1;1;1;1;1;1;1,12/20/2015;12/25/2015;1/17/2016;1/24/2016;2/27/2016;3/3/2016;3/13/2016;4/4/2016;4/9/2016,5;23;7;34;5;10;22;5,24.2001816,0,13.875,30,4,5;23;7;5;10;22;5,34,7vs1,11,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,1.363636364,potential_churn
131206,1,1,1,4/9/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,0.794503051,normal
248,36,62,5;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;2;3;1;2;1;1;1;1;1;4;1;2;3;5;2,4/26/2015;5/8/2015;5/9/2015;5/16/2015;5/23/2015;5/30/2015;6/6/2015;6/15/2015;6/21/2015;6/28/2015;7/7/2015;7/8/2015;7/9/2015;7/10/2015;7/13/2015;8/24/2015;8/30/2015;9/2/2015;9/12/2015;9/26/2015;10/2/2015;10/5/2015;10/7/2015;10/15/2015;10/16/2015;10/22/2015;10/30/2015;11/5/2015;11/6/2015;11/7/2015;12/31/2015;1/2/2016;2/15/2016;2/17/2016;3/27/2016;4/9/2016,12;1;7;7;7;7;9;6;7;9;1;1;1;3;42;6;3;10;14;6;3;2;8;1;6;8;6;1;1;54;2;44;2;39;13,23.09389723,0,9.971428571,30,4,12;1;7;7;7;7;9;6;7;9;1;1;1;3;6;3;10;14;6;3;2;8;1;6;8;6;1;1;2;2;13,42;54;44;39,31vs4,5.483870968,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,3.741176471,potential_churn
177316,1,2,2,5/2/2016,NA,NA,NA,26.86979167,30,4,NA,NA,1vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,3,-0.792941956,normal
16643,33,42,1;1;1;1;2;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;3;1,9/12/2015;9/18/2015;9/20/2015;9/26/2015;10/16/2015;10/17/2015;10/18/2015;10/23/2015;10/26/2015;10/30/2015;10/31/2015;11/6/2015;11/7/2015;11/8/2015;11/12/2015;11/29/2015;12/6/2015;12/10/2015;12/13/2015;12/17/2015;12/19/2015;12/26/2015;1/9/2016;1/17/2016;1/20/2016;1/23/2016;1/28/2016;2/17/2016;2/27/2016;3/11/2016;3/16/2016;3/19/2016;4/9/2016,6;2;6;20;1;1;5;3;4;1;6;1;1;4;17;7;4;3;4;2;7;14;8;3;3;5;20;10;13;5;3;21,12.38238778,0,6.5625,30,4,6;2;6;1;1;5;3;4;1;6;1;1;4;7;4;3;4;2;7;8;3;3;5;10;5;3,20;17;14;20;13;21,26vs6,4.038461538,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,5.438095238,potential_churn
97019,8,15,3;2;2;1;2;2;1;2,2/1/2016;2/5/2016;2/14/2016;2/16/2016;2/27/2016;3/18/2016;4/3/2016;4/8/2016,4;9;2;11;20;16;5,15.6859813,0,9.571428571,30,4,4;9;2;11;5,20;16,5vs2,6.2,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,27,3.35483871,potential_churn
315,78,138,18;2;1;1;1;1;2;1;3;1;2;1;1;1;2;2;1;1;1;2;1;1;1;1;2;3;1;1;1;2;1;2;2;2;1;1;1;2;3;1;1;2;1;1;1;3;4;1;1;2;2;2;4;2;2;1;3;1;1;2;1;1;2;2;2;3;2;1;2;1;1;1;1;2;1;1;1;1,4/29/2015;5/2/2015;5/4/2015;5/7/2015;5/8/2015;5/15/2015;5/17/2015;5/19/2015;5/20/2015;5/22/2015;5/23/2015;5/24/2015;6/6/2015;6/7/2015;6/20/2015;6/21/2015;6/22/2015;6/24/2015;6/27/2015;6/28/2015;7/4/2015;7/5/2015;7/8/2015;7/9/2015;7/11/2015;7/12/2015;7/18/2015;7/19/2015;7/25/2015;7/26/2015;7/29/2015;8/1/2015;8/2/2015;8/4/2015;8/7/2015;8/8/2015;8/9/2015;8/13/2015;8/15/2015;8/22/2015;8/26/2015;8/27/2015;9/5/2015;9/8/2015;9/11/2015;9/12/2015;9/13/2015;9/14/2015;9/15/2015;9/16/2015;9/17/2015;9/26/2015;9/27/2015;9/29/2015;9/30/2015;10/1/2015;10/2/2015;10/6/2015;10/8/2015;10/10/2015;10/15/2015;10/17/2015;10/18/2015;10/20/2015;10/21/2015;10/23/2015;10/28/2015;10/29/2015;11/1/2015;11/6/2015;11/7/2015;11/10/2015;11/12/2015;11/28/2015;12/10/2015;12/13/2015;2/20/2016;4/8/2016,3;2;3;1;7;2;2;1;2;1;1;13;1;13;1;1;2;3;1;6;1;3;1;2;1;6;1;6;1;3;3;1;2;3;1;1;4;2;7;4;1;9;3;3;1;1;1;1;1;1;9;1;2;1;1;1;4;2;2;5;2;1;2;1;2;5;1;3;5;1;3;2;16;12;3;69;48,13.97913235,0,4.480519481,30,4,3;2;3;1;7;2;2;1;2;1;1;13;1;13;1;1;2;3;1;6;1;3;1;2;1;6;1;6;1;3;3;1;2;3;1;1;4;2;7;4;1;9;3;3;1;1;1;1;1;1;9;1;2;1;1;1;4;2;2;5;2;1;2;1;2;5;1;3;5;1;3;2;12;3,16;69;48,74vs3,2.864864865,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,27,8.424528302,potential_churn
297,29,49,11;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;2;3;2;1;1;1;1;1;1;3,4/28/2015;4/29/2015;5/24/2015;6/3/2015;7/11/2015;7/14/2015;8/8/2015;8/15/2015;8/22/2015;8/26/2015;9/4/2015;9/15/2015;9/18/2015;9/19/2015;9/21/2015;9/25/2015;9/28/2015;10/1/2015;10/5/2015;10/9/2015;10/19/2015;10/31/2015;12/1/2015;12/7/2015;12/9/2015;12/14/2015;12/21/2015;3/19/2016;4/29/2016,1;25;10;38;3;25;7;7;4;9;11;3;1;2;4;3;3;4;4;10;12;31;6;2;5;7;89;41,31.3423899,0,13.10714286,30,4,1;25;10;3;25;7;7;4;9;11;3;1;2;4;3;3;4;4;10;12;31;6;2;5;7,38;89;41,25vs3,7.96,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,6,-0.246231156,normal
122,46,67,4;1;3;1;1;3;1;1;2;1;1;1;1;2;3;1;1;1;1;17;1;1;1;-2;1;1;1;1;1;1;1;2;1;1;1;-4;1;2;1;1;1;1;1;1;1;1,4/22/2015;4/27/2015;4/29/2015;5/5/2015;5/6/2015;5/28/2015;6/2/2015;6/8/2015;6/9/2015;6/11/2015;6/23/2015;6/29/2015;7/1/2015;8/15/2015;9/6/2015;9/21/2015;10/15/2015;10/29/2015;11/1/2015;11/6/2015;11/13/2015;11/20/2015;11/24/2015;11/25/2015;11/27/2015;12/7/2015;12/13/2015;12/15/2015;12/16/2015;12/20/2015;12/25/2015;12/27/2015;12/30/2015;1/12/2016;1/23/2016;1/27/2016;2/2/2016;2/16/2016;3/8/2016;3/14/2016;3/15/2016;3/19/2016;3/25/2016;3/30/2016;4/3/2016;4/8/2016,5;2;6;1;22;5;6;1;2;12;6;2;45;22;15;24;14;3;5;7;7;4;1;2;10;6;2;1;4;5;2;3;13;11;4;6;14;21;6;1;4;6;5;4;5,16.03410762,0,7.822222222,30,4,5;2;6;1;5;6;1;2;12;6;2;15;14;3;5;7;7;4;1;2;10;6;2;1;4;5;2;3;13;11;4;6;14;6;1;4;6;5;4;5,22;45;22;24;21,40vs5,5.45,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,27,3.95412844,potential_churn
295,12,28,2;2;1;2;1;6;1;2;1;2;2;6,4/28/2015;5/14/2015;5/23/2015;7/4/2015;7/11/2015;9/25/2015;10/18/2015;11/11/2015;11/19/2015;3/25/2016;4/7/2016;4/15/2016,16;9;42;7;76;23;24;8;127;13;8,67.93008153,0,32.09090909,30,4,16;9;42;7;23;24;8;13;8,76;127,9vs2,16.66666667,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,20,0.2,normal
288,45,83,1;1;2;2;2;2;4;3;3;2;2;1;2;2;1;4;2;1;2;2;1;1;2;1;1;2;2;2;2;2;2;1;2;3;1;1;2;4;1;1;1;2;1;2;2,4/28/2015;4/29/2015;5/29/2015;6/1/2015;7/6/2015;7/22/2015;8/8/2015;8/11/2015;8/18/2015;8/31/2015;9/16/2015;9/26/2015;9/29/2015;9/30/2015;10/10/2015;10/24/2015;10/28/2015;11/13/2015;11/21/2015;11/23/2015;11/24/2015;11/27/2015;12/2/2015;12/4/2015;12/8/2015;12/9/2015;12/10/2015;12/14/2015;12/15/2015;12/20/2015;12/31/2015;1/1/2016;1/5/2016;1/8/2016;1/11/2016;1/21/2016;1/29/2016;2/17/2016;2/28/2016;3/4/2016;3/5/2016;3/14/2016;3/26/2016;3/27/2016;4/8/2016,1;30;3;35;16;17;3;7;13;16;10;3;1;10;14;4;16;8;2;1;3;5;2;4;1;1;4;1;5;11;1;4;3;3;10;8;19;11;5;1;9;12;1;12,15.37904753,0,7.863636364,30,4,1;3;3;7;13;10;3;1;10;14;4;8;2;1;3;5;2;4;1;1;4;1;5;11;1;4;3;3;10;8;11;5;1;9;12;1;12,30;35;16;17;16;16;19,37vs7,5.324324324,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,27,4.07106599,potential_churn
290,22,43,9;1;2;1;1;2;1;3;3;1;2;2;1;2;2;2;2;1;1;1;2;1,4/28/2015;5/4/2015;5/5/2015;5/13/2015;6/2/2015;6/4/2015;6/18/2015;6/19/2015;9/18/2015;10/17/2015;10/18/2015;10/25/2015;11/8/2015;12/31/2015;1/2/2016;1/16/2016;2/20/2016;2/28/2016;3/5/2016;3/19/2016;3/26/2016;4/9/2016,6;1;8;20;2;14;1;91;29;1;7;14;53;2;14;35;8;6;14;7;14,37.35331938,0,16.52380952,30,4,6;1;8;20;2;14;1;29;1;7;14;2;14;35;8;6;14;7;14,91;53,19vs2,10.68421053,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,26,1.433497537,normal
135580,4,6,1;2;1;2,4/17/2016;4/18/2016;4/23/2016;4/30/2016,1;5;7,69.99877224,0,26.86979167,30,4,1;5;7,NA,3vs0,NA,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,5,-0.654903259,normal
109819,14,15,1;1;2;1;1;1;1;1;1;1;1;1;1;1,3/2/2016;3/3/2016;3/4/2016;3/8/2016;3/10/2016;3/11/2016;3/13/2016;3/19/2016;3/22/2016;3/25/2016;3/26/2016;4/1/2016;4/4/2016;4/7/2016,1;1;4;2;1;2;6;3;3;1;6;3;3,4.440427768,0,2.769230769,30,4,1;1;4;2;1;2;3;3;1;3;3,6;6,11vs2,2.181818182,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,28,11.83333333,potential_churn
5883,26,37,12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,7/24/2015;8/6/2015;8/12/2015;8/26/2015;9/9/2015;9/11/2015;9/25/2015;9/28/2015;10/8/2015;10/15/2015;10/22/2015;10/28/2015;11/1/2015;11/4/2015;11/7/2015;11/11/2015;11/30/2015;12/2/2015;12/7/2015;12/9/2015;12/10/2015;12/14/2015;12/16/2015;12/25/2015;1/5/2016;4/7/2016,13;6;14;14;2;14;3;10;7;7;6;4;3;3;4;19;2;5;2;1;4;2;9;11;93,27.86245137,0,10.32,30,4,13;6;14;14;2;14;3;10;7;7;6;4;3;3;4;19;2;5;2;1;4;2;9;11,93,24vs1,6.875,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,28,3.072727273,potential_churn
95011,5,8,3;1;1;2;1,1/28/2016;1/31/2016;2/24/2016;2/29/2016;4/5/2016,3;24;5;36,30.69306394,0,17,30,4,3;24;5,36,3vs1,10.66666667,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,30,1.8125,potential_churn
132,23,40,8;5;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1,4/22/2015;4/24/2015;5/15/2015;5/19/2015;6/12/2015;6/24/2015;6/26/2015;7/3/2015;7/9/2015;7/26/2015;7/27/2015;8/6/2015;8/20/2015;8/26/2015;9/3/2015;9/9/2015;10/11/2015;11/5/2015;11/21/2015;12/19/2015;12/30/2015;3/25/2016;4/5/2016,2;21;4;24;12;2;7;6;17;1;10;14;6;8;6;32;25;16;28;11;86;11,33.42209833,0,15.86363636,30,4,2;21;4;24;12;2;7;6;17;1;10;14;6;8;6;32;25;16;28;11;11,86,21vs1,12.52380952,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,30,1.395437262,potential_churn
326,17,83,2;6;5;12;6;4;3;5;4;5;5;5;3;6;4;4;4,4/30/2015;5/12/2015;5/19/2015;5/29/2015;5/30/2015;6/1/2015;6/2/2015;6/4/2015;6/15/2015;6/25/2015;7/5/2015;7/10/2015;7/22/2015;7/25/2015;3/3/2016;4/2/2016;4/5/2016,12;7;10;1;2;1;2;11;10;10;5;12;3;222;30;3,73.59026625,0,21.3125,30,4,12;7;10;1;2;1;2;11;10;10;5;12;3;30;3,222,15vs1,7.933333333,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,30,2.781512605,potential_churn
273,20,38,2;4;2;2;1;2;2;2;2;1;2;1;3;2;1;1;1;3;2;2,4/27/2015;4/28/2015;5/5/2015;6/12/2015;10/14/2015;10/16/2015;11/2/2015;11/5/2015;11/8/2015;11/11/2015;11/14/2015;11/17/2015;11/26/2015;12/16/2015;12/24/2015;1/9/2016;1/11/2016;4/7/2016;4/16/2016;4/30/2016,1;7;38;124;2;17;3;3;3;3;3;9;20;8;16;2;87;9;14,50.78700096,0,19.42105263,30,4,1;7;38;2;17;3;3;3;3;3;9;20;8;16;2;9;14,124;87,17vs2,9.294117647,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,5,-0.462025316,normal
21884,27,44,1;1;1;7;1;1;3;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1,9/28/2015;9/29/2015;9/30/2015;10/9/2015;10/10/2015;10/12/2015;10/16/2015;11/17/2015;11/18/2015;11/20/2015;12/9/2015;12/21/2015;12/23/2015;12/29/2015;12/30/2015;12/31/2015;2/18/2016;2/27/2016;3/5/2016;3/15/2016;3/17/2016;3/18/2016;3/21/2016;3/22/2016;3/24/2016;4/1/2016;4/5/2016,1;1;9;1;2;4;32;1;2;19;12;2;6;1;1;49;9;7;10;2;1;3;1;2;8;4,18.08790649,0,7.307692308,30,4,1;1;9;1;2;4;1;2;12;2;6;1;1;9;7;10;2;1;3;1;2;8;4,32;19;49,23vs3,3.913043478,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,30,6.666666667,potential_churn
275,27,68,20;1;1;3;1;2;1;3;1;2;2;3;3;2;2;2;1;2;2;2;2;1;2;1;2;2;2,4/27/2015;7/21/2015;8/16/2015;8/17/2015;8/21/2015;9/19/2015;10/8/2015;10/17/2015;10/25/2015;11/18/2015;11/21/2015;11/25/2015;11/26/2015;12/5/2015;12/6/2015;1/2/2016;1/16/2016;2/1/2016;2/5/2016;2/20/2016;2/27/2016;3/26/2016;4/4/2016;4/17/2016;4/23/2016;4/29/2016;5/1/2016,85;26;1;4;29;19;9;8;24;3;4;1;9;1;27;14;16;4;15;7;28;9;13;6;6;2,30.94627951,0,14.23076923,30,4,26;1;4;29;19;9;8;24;3;4;1;9;1;27;14;16;4;15;7;28;9;13;6;6;2,85,25vs1,11.4,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,4,-0.649122807,normal
276,68,94,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;3;1;1;1;2;4;1;2;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2,4/27/2015;5/1/2015;5/3/2015;5/11/2015;5/17/2015;5/19/2015;5/27/2015;6/9/2015;6/18/2015;6/26/2015;7/1/2015;7/6/2015;7/10/2015;7/12/2015;7/27/2015;7/30/2015;7/31/2015;8/5/2015;8/6/2015;8/16/2015;8/19/2015;8/27/2015;8/28/2015;9/10/2015;9/19/2015;9/22/2015;9/25/2015;9/26/2015;9/29/2015;10/12/2015;10/26/2015;10/27/2015;11/5/2015;11/22/2015;11/29/2015;12/4/2015;12/5/2015;12/8/2015;12/10/2015;12/15/2015;12/20/2015;12/21/2015;12/23/2015;1/2/2016;1/7/2016;1/9/2016;1/14/2016;1/21/2016;1/25/2016;1/29/2016;2/2/2016;2/5/2016;2/13/2016;2/20/2016;2/24/2016;3/1/2016;3/4/2016;3/10/2016;3/13/2016;3/16/2016;3/21/2016;4/3/2016;4/10/2016;4/12/2016;4/17/2016;4/25/2016;5/1/2016;5/3/2016,4;2;8;6;2;8;13;9;8;5;5;4;2;15;3;1;5;1;10;3;8;1;13;9;3;3;1;3;13;14;1;9;17;7;5;1;3;2;5;5;1;2;10;5;2;5;7;4;4;4;3;8;7;4;6;3;6;3;3;5;13;7;2;5;8;6;2,9.342578381,0,5.552238806,30,4,4;2;8;6;2;8;9;8;5;5;4;2;3;1;5;1;3;8;1;9;3;3;1;3;1;9;7;5;1;3;2;5;5;1;2;5;2;5;7;4;4;4;3;8;7;4;6;3;6;3;3;5;7;2;5;8;6;2,13;15;10;13;13;14;17;10;13,58vs9,4.379310345,14.48869088,|16.4570727719,13.39079229,12.95263158,11.30141287,10.70474517,9.693227092,8.810154525,9.0625,9.887671233,9.05230769231|,|1.0,4,11,35,1,3,9,28,1,4,9,25.5,1,3,8,22,1,3,7,20,1,3,7,18.5,1,3,6.5,14.25,1,3,6.5,16,1,3,7,19,1,2,7,17.0|,5/5/2016,2,-0.543307087,normal
